name,length,gc,cov1,cov1r,cov1dr,cov2,cov2r,cov2dr,cov3,cov3r,cov3dr,cov4,cov4r,cov4dr,cov5,cov5r,cov5dr,cov6,cov6r,cov6dr,cov7,cov7r,cov7dr,cov8,cov8r,cov8dr,cov9,cov9r,cov9dr,totalCoverage,avgCoverage,PC1,PC2,PC3,PC4,PC5,PC1r,PC2r,PC3r,PC4r,PC5r,refphylum,reftax,refseq.assignments,essphylum,esstax,essassignments,NoEss,PreBinID,BinAvgCov,GenomeSize,Taxon,Completeness,Contamination,Connections
50055,5559,48.23,0.110926,1,1,0.110926,1,1,0.610094,1,1,0.637826,1,1,0.221852,1,1,4.85284,5,5,2.61767,3,3,4.9316,5,5,1.82566,2,2,15.9194,1.76882,-0.112506257077915,0.0855523283633623,-0.183933875200336,0.171685318137536,0.0288011658376513,-0.0939704481291,0.113290606873,-0.178914205554,0.180767335628,0.0410275158264,Chloroflexi,2,Chloroflexi;Chloroflexi,Chloroflexi,2,Chloroflexi,1,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
5073,2854,46.76,5.85022,6,6,7.7182,8,8,4.8321,5,5,10.943,12,11,19.2792,20,20,40.8465,41,42,8.48595,9,9,4.56694,5,5,6.82248,7,7,109.345,12.14944,0.0727781584344889,-0.295678335099493,-0.378589029666818,-0.224727044537122,0.556774766281323,0.114428227264,-0.257062332283,-0.350670613447,-0.210568192962,0.558611564164,NaRef,NaRef,NaRef,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
22841,3217,59.98,0,0,0,0,0,0,0.586893,1,1,2.14379,3,3,5.75122,6,6,13.0541,14,14,1.01891,2,2,1.71927,2,2,2.95011,3,3,27.2243,3.02492,-0.189733909803585,0.0868419690728063,-0.0580817247882924,-0.0478902463998036,-0.501381885711012,-0.177329918286,0.113290606873,-0.0357838656433,-0.0299517951514,-0.476556532512,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,NA,-1,NA,0,140,10.70080381231671,66.1,f__Rhodocyclaceae,83.80384311400908,4.6853388658367905,0
26841,4903,59.99,47.9207,50,48,18.7614,20,19,8.72018,9,9,4.62297,5,5,6.757,7,7,5.71891,6,6,0.552283,1,1,0.607827,1,1,0.236693,1,1,93.898,10.43311,0.0765022894469605,-0.230660760370059,-0.227126675993442,0.224990506215284,0.0975426777711177,0.114428227264,-0.204154769547,-0.207540273537,0.240972801565,0.111607158782,NaRef,NaRef,NaRef,NA,-1,NA,0,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
20381,2520,71.07,48.8595,50,50,8.06245,9,9,5.73418,6,6,2.46498,3,3,2.2038,3,3,2.07511,3,3,1.18692,2,2,0.874262,1,1,2.24937,3,3,73.7105,8.19006,-0.142827650267214,-0.338116349924681,-0.319530820427657,-0.135810884681874,0.489041578532077,-0.135650183208,-0.30996989502,-0.293418477483,-0.120259994057,0.511558468861,Chloroflexi,2,Chloroflexi,NA,-1,NA,0,122,7.259827744479497,61.1,k__Bacteria,44.98432601880877,3.4482758620689653,519
18447,3541,38.54,7.06399,8,8,5.51784,6,6,5.80212,6,6,8.31525,9,9,14.6786,16,15,28.1849,29,30,4.51165,5,5,3.17812,4,4,1.93247,2,2,79.1849,8.79832,0.0556652657198341,-0.373344035681352,-0.366217625665053,-0.174025416376229,0.0181969576357662,0.0727484921855,-0.362877457757,-0.350670613447,-0.150362727025,0.0410275158264,NaRef,NaRef,NaRef,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
9172,4598,65.65,67.6659,70,68,22.5256,23,24,10.6257,12,11,7.81924,8,8,7.62545,8,8,6.76237,7,7,0.442221,1,1,0.554856,1,1,0.639838,1,1,124.661,13.85122,0.0276721274483766,-0.129894623025072,-0.212128411429371,0.14775953223414,0.110526623422593,0.0310687571068,-0.0983396440735,-0.207540273537,0.150664602659,0.111607158782,NaRef,NaRef,NaRef,NA,-1,NA,0,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
32499,3064,66.01,1.89945,2,2,1.6987,2,2,4.1129,5,5,7.66198,8,8,7.85072,8,8,26.9194,29,28,23.615,26,24,20.0515,23,22,38.7955,41,40,132.605,14.73389,-0.288759720119703,0.0971032786543213,0.0754689752471084,-0.452236959015899,0.251141540178122,-0.260689388444,0.113290606873,0.0787204062855,-0.451390056709,0.252766444692,Gemmatimonadetes,787,Gemmatimonadetes,NA,-1,NA,0,146,16.246656549450552,70.3,k__Bacteria,90.530058177117,3.2967032967032965,0
13629,4399,63.93,6.17439,7,7,6.60367,7,7,4.9887,5,5,8.47635,9,9,18.2883,20,19,37.0821,38,38,5.78466,6,6,4.68863,5,5,5.64109,6,6,97.7279,10.85866,0.0811509277293938,-0.316768016483369,-0.3955153860466,-0.392073286623056,0.559843833804086,0.114428227264,-0.30996989502,-0.37929668143,-0.391184590773,0.582138111816,Chloroflexi,2,Chloroflexi,Chloroflexi,2,Chloroflexi,1,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
919,3538,59.64,44.9354,47,46,9.10537,10,10,3.90024,4,4,2.20838,3,3,2.41322,3,3,1.68241,2,2,0.922373,1,1,0.922373,1,1,1.94481,2,2,68.0345,7.55939,0.035657464706817,-0.232523229904075,-0.204606516373348,0.0146381168200124,0.100490627829133,0.0727484921855,-0.204154769547,-0.178914205554,0.0302536707855,0.111607158782,Chloroflexi,2,Chloroflexi,NA,-1,NA,0,122,7.259827744479497,61.1,k__Bacteria,44.98432601880877,3.4482758620689653,519
18454,5652,50.16,26.6009,29,28,4.58215,5,5,2.37532,3,3,1.29935,2,2,1.42112,2,2,0.677208,1,1,0.506543,1,1,0.45438,1,1,0.806979,1,1,38.7239,4.30266,-0.0190299651348998,-0.161791115406015,-0.352042070100283,0.0223496497978341,0.233788903152164,-0.0106109779718,-0.15124720681,-0.350670613447,0.0302536707855,0.252766444692,NaRef,NaRef,NaRef,NA,-1,NA,0,122,7.259827744479497,61.1,k__Bacteria,44.98432601880877,3.4482758620689653,519
7646,4817,61.75,6.85472,7,7,6.80416,7,7,5.05228,6,6,8.06214,9,9,13.1755,14,14,28.2042,29,30,5.31648,6,6,4.88387,5,5,5.61881,6,6,83.9721,9.33023,0.197489634815626,-0.297606917744981,-0.227362230401328,-0.228658448238128,0.343335295783562,0.197787697421,-0.257062332283,-0.207540273537,-0.210568192962,0.346872635299,Actinobacteria,4,Actinobacteria,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
2600,69346,69.54,4.26095,5,5,7.08249,8,8,12.1975,14,13,16.8973,18,17,10.9051,12,11,29.2321,32,30,8.80275,9,9,8.00289,9,9,28.4489,29,30,125.83,13.98111,-0.263112172723138,0.203000871176902,-0.27431776964139,0.261241172464745,0.0475973560806866,-0.260689388444,0.219105732346,-0.264792409501,0.271075534533,0.0645540634781,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Actinobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Actinobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Actinobacteria;Proteobacteria;Proteobacteria;Proteobacteria,NA,-1,NA,0,145,13.988370962343096,69.8,c__Betaproteobacteria,95.29628888222788,1.2638230647709319,0
16081,2782,56.75,0.0566109,1,1,0.227964,1,1,2.92439,3,3,8.66679,9,9,13.853,14,14,59.3963,60,60,1.44453,2,2,0.853723,1,1,1.83815,2,2,89.261,9.91789,-0.0595300194529015,0.0449283175615526,0.00704049948976867,-0.0955851027045862,-0.503958353265244,-0.0522907130505,0.0603830441365,0.0214682703211,-0.0901572610882,-0.476556532512,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,NA,-1,NA,0,140,10.70080381231671,66.1,f__Rhodocyclaceae,83.80384311400908,4.6853388658367905,0
28165,10888,65.5,6.00074,7,7,7.80695,8,8,5.37158,6,6,9.53967,10,10,17.8341,18,18,38.3721,41,40,7.45521,8,8,4.19678,5,5,6.86115,7,7,103.438,11.49311,0.117035023796922,-0.270788366187155,-0.426866234881942,-0.118095107315728,0.250132619773417,0.156107962343,-0.257062332283,-0.407922749412,-0.0901572610882,0.252766444692,Chloroflexi,2,Chloroflexi;Chloroflexi;Chloroflexi,Unclassified,0,Unclassified,1,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
29399,44000,52.8,0.160775,1,1,0.0786773,1,1,0.769669,1,1,0.77309,1,1,0.587571,1,1,3.85884,4,4,28.6178,29,30,33.2306,35,34,31.9435,32,32,100.02,11.11333,-0.0960609536074433,0.212537126078458,-0.0025399269517439,0.454827161119044,-0.0852373684152616,-0.0939704481291,0.219105732346,0.0214682703211,0.481794665312,-0.0766052224322,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Bacteroidetes;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,Proteobacteria,1,Proteobacteria,1,139,10.582669423076924,67.3,c__Alphaproteobacteria,98.37662337662337,0.5952380952380951,0
5594,20780,73.58,47.6272,50,48,18.296,20,19,10.0822,12,11,5.52928,6,6,7.0872,8,8,5.47271,6,6,0.496849,1,1,0.527145,1,1,0.59176,1,1,95.7104,10.63449,0.0255737040778257,-0.222528891867152,-0.263972636544411,0.112925249387638,0.172006607391208,0.0310687571068,-0.204154769547,-0.236166341519,0.120561869691,0.182186801737,Chloroflexi,2,Firmicutes;Euryarchaeota;Chloroflexi;Actinobacteria;Cyanobacteria;Cyanobacteria;Chloroflexi;Chloroflexi;Chloroflexi;Chloroflexi,NA,-1,NA,0,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
30431,199243,65.44,0.221505,1,1,0.0369174,1,1,0.769238,1,1,0.688608,1,1,0.414218,1,1,3.72704,4,4,27.0399,29,28,32.2274,35,34,30.7984,32,32,95.9232,10.65813,-0.0680905259018328,0.137081932167712,0.00748034235713556,0.41424244184341,-0.161861926350512,-0.0522907130505,0.16619816961,0.0214682703211,0.421589199375,-0.147184865387,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Actinobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria.;Proteobacteria;Proteobacteria.;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria,3,139,10.582669423076924,67.3,c__Alphaproteobacteria,98.37662337662337,0.5952380952380951,0
36749,5912,59.77,6.36168,7,7,8.55363,9,9,4.94464,5,5,8.15984,9,9,17.5233,18,18,39.6775,41,40,6.60049,7,7,4.61871,5,5,8.00382,9,9,104.444,11.60489,0.0686314623256686,-0.208867731710246,-0.548307322419572,-0.297452238980502,0.407463128021546,0.0727484921855,-0.204154769547,-0.522427021341,-0.270773658899,0.417452278254,Chloroflexi,2,Chloroflexi,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
15003,7930,60.76,46.9302,47,48,20.4114,23,22,10.2949,12,11,6.35219,7,7,6.35617,7,7,5.39113,6,6,0.496273,1,1,0.433805,1,1,0.241003,1,1,96.9071,10.76746,-0.00464144163472495,-0.170172613535128,-0.332945649756507,0.127560863788599,0.164743248938169,0.0310687571068,-0.15124720681,-0.322044545465,0.150664602659,0.182186801737,Proteobacteria,1,Proteobacteria;Chloroflexi;Proteobacteria,NA,-1,NA,0,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
51104,11159,65.8,5.50531,6,6,8.26569,9,9,12.0206,14,13,18.4386,20,19,11.5082,12,12,31.1482,32,32,9.31356,10,10,8.221,9,9,30.3478,32,32,134.769,14.97433,-0.25668469165276,0.209232594989938,-0.259105143475014,0.244907161898914,0.0625353519636037,-0.219009653365,0.219105732346,-0.236166341519,0.271075534533,0.0645540634781,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria,3,145,13.988370962343096,69.8,c__Betaproteobacteria,95.29628888222788,1.2638230647709319,0
20637,11811,73.22,47.5417,50,48,20.4254,23,22,8.12469,9,9,6.27073,7,7,8.49696,9,9,6.31824,7,7,0.300146,1,1,0.332304,1,1,0.534688,1,1,98.3449,10.92721,0.0164640003817285,-0.157462027008544,-0.215966835289428,0.225964343266493,0.296661409284987,0.0310687571068,-0.15124720681,-0.207540273537,0.240972801565,0.299819539995,Chloroflexi,2,Cyanobacteria;Chloroflexi;Chloroflexi;Chloroflexi;Chloroflexi;Firmicutes;Chloroflexi;Chloroflexi,Chloroflexi,2,Chloroflexi;Chloroflexi,2,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
1184,5455,63.1,6.2803,7,7,7.47992,8,8,5.33497,6,6,8.20528,9,9,16.187,18,17,34.1203,35,36,7.62545,8,8,6.66635,7,7,6.95891,7,7,98.8584,10.98427,0.217434966243479,-0.276110560917876,-0.40321495782572,-0.182902565697071,0.445570382154135,0.2394674325,-0.257062332283,-0.37929668143,-0.180465459994,0.464505373557,Proteobacteria,1,Proteobacteria,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
46217,5487,58.97,47.4568,50,48,19.6155,20,20,11.1139,12,12,5.70452,6,6,6.6513,7,7,6.0712,7,7,0.421585,1,1,0.526138,1,1,0.140528,1,1,97.7015,10.85572,-0.0293656167933169,-0.159995615031228,-0.383315168082415,-0.0989638568595673,0.269784436720471,-0.0106109779718,-0.15124720681,-0.37929668143,-0.0901572610882,0.276292992344,NaRef,NaRef,NaRef,NA,-1,NA,0,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
52397,6604,61.61,0.139448,1,1,0.0464828,1,1,0.418345,1,1,0.488379,1,1,0.32538,1,1,4.00713,5,5,3.01844,4,4,3.86892,4,4,2.46948,3,3,14.782,1.64244,-0.208441507606007,0.0537902504363717,-0.41650957330446,0.00637235921041454,0.153911283946594,-0.177329918286,0.0603830441365,-0.407922749412,0.0302536707855,0.158660254085,Chloroflexi,2,Chloroflexi,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
4787,15124,59.24,0.120208,1,1,0.0500868,1,1,0.550755,1,1,0.270469,1,1,0.339121,1,1,4.68672,5,5,2.82924,3,3,3.44824,4,4,2.00381,3,3,14.2987,1.58874,-0.164827075474918,0.0477926303534377,-0.299050477397516,-0.057518912172223,-0.0101560902531934,-0.135650183208,0.0603830441365,-0.293418477483,-0.0299517951514,-0.00602557947706,Chloroflexi,2,Chloroflexi;Chloroflexi;Chloroflexi;Firmicutes,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
33419,2610,57.84,63.0146,65,64,23.3902,26,24,12.0142,14,13,7.84106,8,8,7.47236,8,8,6.11626,7,7,0.711382,1,1,1.14919,2,2,1.38333,2,2,123.093,13.677,0.0876423000879437,-0.143650909203325,-0.150319511164158,0.267565230941917,-0.116330850320475,0.114428227264,-0.0983396440735,-0.150288137572,0.271075534533,-0.100131770084,NaRef,NaRef,NaRef,NA,-1,NA,0,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
49160,3245,56.39,0,0,0,0.290792,1,1,2.45784,3,3,9.57254,10,10,14.3845,16,15,58.7386,60,60,1.6937,2,2,0.98643,1,1,2.30921,3,3,90.4336,10.04818,-0.103907238819977,0.0609332306286242,-0.151222808909699,0.0863875019632785,-0.610879547841268,-0.0939704481291,0.113290606873,-0.150288137572,0.0904591367224,-0.476556532512,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,NA,-1,NA,0,140,10.70080381231671,66.1,f__Rhodocyclaceae,83.80384311400908,4.6853388658367905,0
10157,3299,42.74,0,0,0,0.190537,1,1,0.190537,1,1,0.263576,1,1,0.0952683,1,1,4.52525,5,5,2.77866,3,3,3.84567,4,4,1.67799,2,2,13.5675,1.5075,0.0906600245595122,-0.189282037750053,0.108986669068128,-0.0560233588736264,-0.0372624312091699,0.114428227264,-0.15124720681,0.13597254225,-0.0299517951514,-0.0295521271288,NaRef,NaRef,NaRef,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
8413,3261,64.79,6.07232,7,7,7.67245,8,8,5.46062,6,6,12.5921,14,13,19.5545,20,20,34.1173,35,36,6.28897,7,7,4.82642,5,5,5.82964,6,6,102.414,11.37933,0.0155525209360761,-0.395190431274308,-0.63685849206043,-0.0904941410632515,0.715057119530443,0.0310687571068,-0.362877457757,-0.608305225287,-0.0901572610882,0.723297397726,Chloroflexi,2,Chloroflexi,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
15836,3215,54.86,1.5429,2,2,1.02773,2,2,4.79608,5,5,5.69853,6,6,9.7093,10,10,21.7837,23,22,22.093,23,24,14.7429,16,15,33.8737,35,34,115.268,12.80756,-0.138636246979865,-0.184138023882907,0.226613468295801,-0.0733708382580498,0.386514319627443,-0.135650183208,-0.15124720681,0.250476814179,-0.0600545281198,0.393925730602,NaRef,NaRef,NaRef,NA,-1,NA,0,146,16.246656549450552,70.3,k__Bacteria,90.530058177117,3.2967032967032965,0
39582,5466,41.54,1.89654,2,2,0.874718,1,1,5.13789,6,6,8.12171,9,9,7.00696,8,8,28.7852,29,30,21.035,23,22,14.471,16,15,33.4851,35,34,120.814,13.42378,-0.21783584858513,0.0162605229802119,0.0842732269618376,-0.103817224828726,0.25430421710635,-0.177329918286,0.0603830441365,0.107346474268,-0.0901572610882,0.276292992344,Gemmatimonadetes,787,Gemmatimonadetes,NA,-1,NA,0,146,16.246656549450552,70.3,k__Bacteria,90.530058177117,3.2967032967032965,0
22916,4302,64.04,66.7442,70,68,22.2637,23,24,11.1777,12,12,7.64475,8,8,8.70039,9,9,6.29986,7,7,0.867293,1,1,0.887765,1,1,0.693642,1,1,125.279,13.91989,0.000281854464086783,-0.291486697028075,-0.467114291179473,0.146054283019723,-0.0284101526014039,0.0310687571068,-0.257062332283,-0.465174885376,0.150664602659,-0.00602557947706,Chloroflexi,2,Chloroflexi;Chloroflexi,NA,-1,NA,0,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
52592,7793,63.79,35.072,38,36,7.15727,8,8,4.03847,5,5,2.33547,3,3,2.23734,3,3,1.68102,2,2,0.944786,1,1,1.38362,2,2,1.66819,2,2,56.5181,6.27979,-0.00791524362228393,-0.0871140854199381,-0.116064443766855,0.0363574006578322,0.321772171589899,0.0310687571068,-0.0454320813368,-0.0930360016077,0.060356403754,0.323346087647,NaRef,NaRef,NaRef,NA,-1,NA,0,122,7.259827744479497,61.1,k__Bacteria,44.98432601880877,3.4482758620689653,519
7023,4573,45.97,46.0292,47,48,7.75447,8,8,3.71852,4,4,2.50305,3,3,1.32941,2,2,2.05991,3,3,0.661316,1,1,0.640516,1,1,1.04567,2,2,65.742,7.30467,-0.0929692102353298,-0.084560190512889,-0.463571161156755,0.117379423792576,0.0858877614177364,-0.0522907130505,-0.0454320813368,-0.436548817394,0.120561869691,0.0880806111298,NaRef,NaRef,NaRef,NA,-1,NA,0,122,7.259827744479497,61.1,k__Bacteria,44.98432601880877,3.4482758620689653,519
52647,30672,64.28,4.27341,5,5,7.33477,8,8,11.3363,12,12,18.6185,20,19,11.5834,12,12,28.0692,29,30,8.48673,9,9,7.69324,8,8,28.3387,29,30,125.734,13.97044,-0.251020918694591,0.159550537142211,-0.273278341595831,0.292072616264275,-0.00319018390075569,-0.219009653365,0.16619816961,-0.264792409501,0.301178267501,0.0175009681747,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,NA,-1,NA,0,145,13.988370962343096,69.8,c__Betaproteobacteria,95.29628888222788,1.2638230647709319,0
13078,3198,73.12,2.59121,3,3,1.1811,2,2,8.46949,9,9,7.47736,8,8,8.96293,9,9,32.2539,35,34,26.5354,29,28,19.1339,20,20,45.2316,47,46,151.837,16.87078,-0.177800825242311,-0.0525700094128543,0.25634199488499,-0.351727770963758,0.341328434477398,-0.177329918286,-0.0454320813368,0.279102882161,-0.330979124836,0.346872635299,NaRef,NaRef,NaRef,NA,-1,NA,0,146,16.246656549450552,70.3,k__Bacteria,90.530058177117,3.2967032967032965,0
34588,12491,74.76,2.48416,3,3,2.29244,3,3,10.2617,12,11,6.79378,7,7,5.68358,6,6,7.81954,8,8,0.803095,1,1,1.28393,2,2,0.384896,1,1,37.8071,4.20079,0.0797450197196589,-0.284331576371663,-0.0603399717370118,0.155901154996018,0.25028098941802,0.114428227264,-0.257062332283,-0.0357838656433,0.180767335628,0.252766444692,NaRef,NaRef,NaRef,NA,-1,NA,0,93,4.106341798107255,59.8,k__Bacteria,90.9090909090909,1.5151515151515151,5
52304,3084,60.43,3.34117,4,4,1.9666,2,2,11.8221,12,12,7.36299,8,8,4.88889,5,5,8.39093,9,9,0.681663,1,1,1.91445,2,2,0.340832,1,1,40.7096,4.52329,-0.000115135197968498,-0.201281074463853,-0.296546260331909,0.203479980867627,0.240648180870594,0.0310687571068,-0.15124720681,-0.293418477483,0.210870068596,0.252766444692,Euryarchaeota,1130,Euryarchaeota,NA,-1,NA,0,93,4.106341798107255,59.8,k__Bacteria,90.9090909090909,1.5151515151515151,5
17600,4290,74.14,1.66667,2,2,0.833333,1,1,6.77174,7,7,7.05242,8,8,7.20821,8,8,33.4775,35,34,24.6672,26,26,19.1077,20,20,38.6742,41,40,139.459,15.49544,-0.249438111625757,0.106582715975414,0.277410277261498,-0.235765986796931,0.0413886293979454,-0.219009653365,0.113290606873,0.279102882161,-0.210568192962,0.0645540634781,NaRef,NaRef,NaRef,NA,-1,NA,0,146,16.246656549450552,70.3,k__Bacteria,90.530058177117,3.2967032967032965,0
10856,7899,48.45,1.80023,2,2,1.12273,2,2,6.22764,7,7,8.59169,9,9,8.0049,9,9,30.033,32,32,22.61,23,24,17.2008,18,18,38.6726,41,40,134.264,14.91822,-0.237817616088711,0.127219333321202,0.216781879708403,-0.381564520987668,0.301435578591642,-0.219009653365,0.16619816961,0.221850746196,-0.361081857804,0.323346087647,NaRef,NaRef,NaRef,NA,-1,NA,0,146,16.246656549450552,70.3,k__Bacteria,90.530058177117,3.2967032967032965,0
1589,20608,60.36,4.06892,5,5,7.46881,8,8,12.9668,14,13,17.9575,18,18,12.005,14,13,29.7709,32,30,8.98015,9,9,7.99506,8,8,29.5741,32,30,130.787,14.53189,-0.237047760633265,0.146295413019128,-0.255432464779769,0.205034277702053,0.0353282942746797,-0.219009653365,0.16619816961,-0.236166341519,0.210870068596,0.0410275158264,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,NA,-1,NA,0,145,13.988370962343096,69.8,c__Betaproteobacteria,95.29628888222788,1.2638230647709319,0
19651,8898,68.28,6.42741,7,7,6.22599,7,7,4.67741,5,5,10.3078,12,11,19.0769,20,20,37.7971,38,38,7.08905,8,8,5.15203,6,6,7.79881,8,8,104.553,11.617,0.157647314105171,-0.180223136048655,-0.382902893079741,-0.221856955719271,0.224027984733665,0.197787697421,-0.15124720681,-0.37929668143,-0.210568192962,0.22923989704,NaRef,NaRef,NaRef,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
